,Country Name,Country Code,Indicator Name,Year,Percentage
1486,Cote d'Ivoire,CIV,% of total population using drinking water services,2010,71.2
1487,Cote d'Ivoire,CIV,% of rural population using drinking water services,2010,56.0
1488,Cote d'Ivoire,CIV,% of urban population using drinking water services,2010,88.2
1489,Djibouti,DJI,% of total population using drinking water services,2010,75.6
1490,Djibouti,DJI,% of rural population using drinking water services,2010,50.6
1491,Djibouti,DJI,% of urban population using drinking water services,2010,83.1
1492,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2010,98.7
1493,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2010,98.2
1494,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2010,99.4
1495,Eswatini,SWZ,% of total population using drinking water services,2010,62.2
1496,Eswatini,SWZ,% of rural population using drinking water services,2010,53.4
1497,Eswatini,SWZ,% of urban population using drinking water services,2010,92.4
1498,Ethiopia,ETH,% of total population using drinking water services,2010,34.2
1499,Ethiopia,ETH,% of rural population using drinking water services,2010,24.6
1500,Ethiopia,ETH,% of urban population using drinking water services,2010,79.7
1501,Gabon,GAB,% of total population using drinking water services,2010,83.0
1502,Gabon,GAB,% of rural population using drinking water services,2010,43.1
1503,Gabon,GAB,% of urban population using drinking water services,2010,89.7
1504,"Gambia, The",GMB,% of total population using drinking water services,2010,77.4
1505,"Gambia, The",GMB,% of rural population using drinking water services,2010,67.3
1506,"Gambia, The",GMB,% of urban population using drinking water services,2010,85.5
1507,Ghana,GHA,% of total population using drinking water services,2010,74.6
1508,Ghana,GHA,% of rural population using drinking water services,2010,62.5
1509,Ghana,GHA,% of urban population using drinking water services,2010,86.3
1510,Guinea,GIN,% of total population using drinking water services,2010,62.8
1511,Guinea,GIN,% of rural population using drinking water services,2010,52.2
1512,Guinea,GIN,% of urban population using drinking water services,2010,83.6
1513,Guinea-Bissau,GNB,% of total population using drinking water services,2010,58.2
1514,Guinea-Bissau,GNB,% of rural population using drinking water services,2010,46.9
1515,Guinea-Bissau,GNB,% of urban population using drinking water services,2010,75.0
1516,Kenya,KEN,% of total population using drinking water services,2010,54.7
1517,Kenya,KEN,% of rural population using drinking water services,2010,44.7
1518,Kenya,KEN,% of urban population using drinking water services,2010,86.9
1519,Lesotho,LSO,% of total population using drinking water services,2010,69.0
1520,Lesotho,LSO,% of rural population using drinking water services,2010,63.2
1521,Lesotho,LSO,% of urban population using drinking water services,2010,86.8
1522,Liberia,LBR,% of total population using drinking water services,2010,69.6
1523,Liberia,LBR,% of rural population using drinking water services,2010,57.9
1524,Liberia,LBR,% of urban population using drinking water services,2010,82.2
1525,Libya,LBY,% of total population using drinking water services,2010,92.9
1526,Madagascar,MDG,% of total population using drinking water services,2010,44.4
1527,Madagascar,MDG,% of rural population using drinking water services,2010,29.9
1528,Madagascar,MDG,% of urban population using drinking water services,2010,75.3
1529,Malawi,MWI,% of total population using drinking water services,2010,62.1
1530,Malawi,MWI,% of rural population using drinking water services,2010,57.8
1531,Malawi,MWI,% of urban population using drinking water services,2010,86.0
1532,Mali,MLI,% of total population using drinking water services,2010,66.1
1533,Mali,MLI,% of rural population using drinking water services,2010,55.0
1534,Mali,MLI,% of urban population using drinking water services,2010,85.9
1535,Mauritania,MRT,% of total population using drinking water services,2010,57.8
1536,Mauritania,MRT,% of rural population using drinking water services,2010,39.0
1537,Mauritania,MRT,% of urban population using drinking water services,2010,79.4
1538,Mauritius,MUS,% of total population using drinking water services,2010,99.7
1539,Mauritius,MUS,% of rural population using drinking water services,2010,99.6
1540,Mauritius,MUS,% of urban population using drinking water services,2010,99.9
1541,Morocco,MAR,% of total population using drinking water services,2010,76.7
1542,Morocco,MAR,% of rural population using drinking water services,2010,51.7
1543,Morocco,MAR,% of urban population using drinking water services,2010,94.9
1544,Mozambique,MOZ,% of total population using drinking water services,2010,39.7
1545,Mozambique,MOZ,% of rural population using drinking water services,2010,24.4
1546,Mozambique,MOZ,% of urban population using drinking water services,2010,72.6
1547,Namibia,NAM,% of total population using drinking water services,2010,80.5
1548,Namibia,NAM,% of rural population using drinking water services,2010,68.8
1549,Namibia,NAM,% of urban population using drinking water services,2010,97.0
1550,Niger,NER,% of total population using drinking water services,2010,43.4
1551,Niger,NER,% of rural population using drinking water services,2010,34.5
1552,Niger,NER,% of urban population using drinking water services,2010,89.2
1553,Nigeria,NGA,% of total population using drinking water services,2010,60.0
1554,Nigeria,NGA,% of rural population using drinking water services,2010,45.5
1555,Nigeria,NGA,% of urban population using drinking water services,2010,78.8
1556,Rwanda,RWA,% of total population using drinking water services,2010,53.2
1557,Rwanda,RWA,% of rural population using drinking water services,2010,48.3
1558,Rwanda,RWA,% of urban population using drinking water services,2010,77.2
1559,Sao Tome and Principe,STP,% of total population using drinking water services,2010,74.4
1560,Sao Tome and Principe,STP,% of rural population using drinking water services,2010,68.1
1561,Sao Tome and Principe,STP,% of urban population using drinking water services,2010,77.9
1562,Senegal,SEN,% of total population using drinking water services,2010,72.2
1563,Senegal,SEN,% of rural population using drinking water services,2010,57.0
1564,Senegal,SEN,% of urban population using drinking water services,2010,91.8
1565,Sierra Leone,SLE,% of total population using drinking water services,2010,51.8
1566,Sierra Leone,SLE,% of rural population using drinking water services,2010,38.4
1567,Sierra Leone,SLE,% of urban population using drinking water services,2010,72.9
1568,Somalia,SOM,% of total population using drinking water services,2010,40.3
1569,Somalia,SOM,% of rural population using drinking water services,2010,21.4
1570,Somalia,SOM,% of urban population using drinking water services,2010,69.4
1571,South Africa,ZAF,% of total population using drinking water services,2010,89.6
1572,South Africa,ZAF,% of rural population using drinking water services,2010,74.7
1573,South Africa,ZAF,% of urban population using drinking water services,2010,98.7
1574,Sudan,SDN,% of total population using drinking water services,2010,51.9
1575,Sudan,SDN,% of rural population using drinking water services,2010,44.2
1576,Sudan,SDN,% of urban population using drinking water services,2010,67.3
1577,Tanzania,TZA,% of total population using drinking water services,2010,43.9
1578,Tanzania,TZA,% of rural population using drinking water services,2010,31.0
1579,Tanzania,TZA,% of urban population using drinking water services,2010,77.0
1580,Togo,TGO,% of total population using drinking water services,2010,57.6
1581,Togo,TGO,% of rural population using drinking water services,2010,41.1
1582,Togo,TGO,% of urban population using drinking water services,2010,85.1
1583,Tunisia,TUN,% of total population using drinking water services,2010,92.2
1584,Tunisia,TUN,% of rural population using drinking water services,2010,78.9
1585,Tunisia,TUN,% of urban population using drinking water services,2010,98.9
1586,Uganda,UGA,% of total population using drinking water services,2010,40.2
1587,Uganda,UGA,% of rural population using drinking water services,2010,32.0
1588,Uganda,UGA,% of urban population using drinking water services,2010,74.3
1589,Zambia,ZMB,% of total population using drinking water services,2010,57.1
1590,Zambia,ZMB,% of rural population using drinking water services,2010,38.9
1591,Zambia,ZMB,% of urban population using drinking water services,2010,85.1
1592,Zimbabwe,ZWE,% of total population using drinking water services,2010,67.5
1593,Zimbabwe,ZWE,% of rural population using drinking water services,2010,54.3
1594,Zimbabwe,ZWE,% of urban population using drinking water services,2010,94.2
1595,Algeria,DZA,% of total population using drinking water services,2011,92.5
1596,Algeria,DZA,% of rural population using drinking water services,2011,87.0
1597,Algeria,DZA,% of urban population using drinking water services,2011,95.1
1598,Angola,AGO,% of total population using drinking water services,2011,51.2
1599,Angola,AGO,% of rural population using drinking water services,2011,25.2
1600,Angola,AGO,% of urban population using drinking water services,2011,68.1
1601,Benin,BEN,% of total population using drinking water services,2011,64.2
1602,Benin,BEN,% of rural population using drinking water services,2011,55.7
1603,Benin,BEN,% of urban population using drinking water services,2011,75.1
1604,Botswana,BWA,% of total population using drinking water services,2011,84.3
1605,Botswana,BWA,% of rural population using drinking water services,2011,64.7
1606,Botswana,BWA,% of urban population using drinking water services,2011,95.5
1607,Burkina Faso,BFA,% of total population using drinking water services,2011,52.5
1608,Burkina Faso,BFA,% of rural population using drinking water services,2011,43.4
1609,Burkina Faso,BFA,% of urban population using drinking water services,2011,79.6
1610,Burundi,BDI,% of total population using drinking water services,2011,57.1
1611,Burundi,BDI,% of rural population using drinking water services,2011,53.5
1612,Burundi,BDI,% of urban population using drinking water services,2011,87.1
1613,Cabo Verde,CPV,% of total population using drinking water services,2011,83.4
1614,Cabo Verde,CPV,% of rural population using drinking water services,2011,71.6
1615,Cabo Verde,CPV,% of urban population using drinking water services,2011,90.6
1616,Cameroon,CMR,% of total population using drinking water services,2011,62.4
1617,Cameroon,CMR,% of rural population using drinking water services,2011,40.7
1618,Cameroon,CMR,% of urban population using drinking water services,2011,82.4
1619,Central African Republic,CAF,% of total population using drinking water services,2011,46.5
1620,Central African Republic,CAF,% of rural population using drinking water services,2011,35.1
1621,Central African Republic,CAF,% of urban population using drinking water services,2011,64.4
1622,Chad,TCD,% of total population using drinking water services,2011,43.0
1623,Chad,TCD,% of rural population using drinking water services,2011,34.0
1624,Chad,TCD,% of urban population using drinking water services,2011,75.0
1625,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2011,40.2
1626,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2011,19.5
1627,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2011,70.6
1628,"Congo, Rep.",COG,% of total population using drinking water services,2011,67.0
1629,"Congo, Rep.",COG,% of rural population using drinking water services,2011,33.2
1630,"Congo, Rep.",COG,% of urban population using drinking water services,2011,86.2
1631,Cote d'Ivoire,CIV,% of total population using drinking water services,2011,71.2
1632,Cote d'Ivoire,CIV,% of rural population using drinking water services,2011,55.9
1633,Cote d'Ivoire,CIV,% of urban population using drinking water services,2011,87.9
1634,Djibouti,DJI,% of total population using drinking water services,2011,75.6
1635,Djibouti,DJI,% of rural population using drinking water services,2011,50.2
1636,Djibouti,DJI,% of urban population using drinking water services,2011,83.2
1637,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2011,98.8
1638,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2011,98.3
1639,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2011,99.4
1640,Eswatini,SWZ,% of total population using drinking water services,2011,63.1
1641,Eswatini,SWZ,% of rural population using drinking water services,2011,54.4
1642,Eswatini,SWZ,% of urban population using drinking water services,2011,92.9
1643,Ethiopia,ETH,% of total population using drinking water services,2011,35.8
1644,Ethiopia,ETH,% of rural population using drinking water services,2011,26.2
1645,Ethiopia,ETH,% of urban population using drinking water services,2011,80.2
1646,Gabon,GAB,% of total population using drinking water services,2011,83.1
1647,Gabon,GAB,% of rural population using drinking water services,2011,43.1
1648,Gabon,GAB,% of urban population using drinking water services,2011,89.6
1649,"Gambia, The",GMB,% of total population using drinking water services,2011,77.8
1650,"Gambia, The",GMB,% of rural population using drinking water services,2011,67.5
1651,"Gambia, The",GMB,% of urban population using drinking water services,2011,85.8
1652,Ghana,GHA,% of total population using drinking water services,2011,75.7
1653,Ghana,GHA,% of rural population using drinking water services,2011,63.5
1654,Ghana,GHA,% of urban population using drinking water services,2011,87.3
1655,Guinea,GIN,% of total population using drinking water services,2011,63.0
1656,Guinea,GIN,% of rural population using drinking water services,2011,52.2
1657,Guinea,GIN,% of urban population using drinking water services,2011,83.9
1658,Guinea-Bissau,GNB,% of total population using drinking water services,2011,58.3
1659,Guinea-Bissau,GNB,% of rural population using drinking water services,2011,47.2
1660,Guinea-Bissau,GNB,% of urban population using drinking water services,2011,74.6
1661,Kenya,KEN,% of total population using drinking water services,2011,55.4
1662,Kenya,KEN,% of rural population using drinking water services,2011,45.4
1663,Kenya,KEN,% of urban population using drinking water services,2011,86.9
1664,Lesotho,LSO,% of total population using drinking water services,2011,69.4
1665,Lesotho,LSO,% of rural population using drinking water services,2011,63.2
1666,Lesotho,LSO,% of urban population using drinking water services,2011,87.4
1667,Liberia,LBR,% of total population using drinking water services,2011,70.2
1668,Liberia,LBR,% of rural population using drinking water services,2011,58.6
1669,Liberia,LBR,% of urban population using drinking water services,2011,82.6
1670,Libya,LBY,% of total population using drinking water services,2011,93.8
1671,Madagascar,MDG,% of total population using drinking water services,2011,45.3
1672,Madagascar,MDG,% of rural population using drinking water services,2011,30.6
1673,Madagascar,MDG,% of urban population using drinking water services,2011,75.8
1674,Malawi,MWI,% of total population using drinking water services,2011,63.0
1675,Malawi,MWI,% of rural population using drinking water services,2011,58.7
1676,Malawi,MWI,% of urban population using drinking water services,2011,86.1
1677,Mali,MLI,% of total population using drinking water services,2011,67.8
1678,Mali,MLI,% of rural population using drinking water services,2011,56.6
1679,Mali,MLI,% of urban population using drinking water services,2011,86.9
1680,Mauritania,MRT,% of total population using drinking water services,2011,59.6
1681,Mauritania,MRT,% of rural population using drinking water services,2011,40.5
1682,Mauritania,MRT,% of urban population using drinking water services,2011,80.7
1683,Mauritius,MUS,% of total population using drinking water services,2011,99.8
1684,Mauritius,MUS,% of rural population using drinking water services,2011,99.7
1685,Mauritius,MUS,% of urban population using drinking water services,2011,99.9
1686,Morocco,MAR,% of total population using drinking water services,2011,78.2
1687,Morocco,MAR,% of rural population using drinking water services,2011,54.1
1688,Morocco,MAR,% of urban population using drinking water services,2011,95.2
1689,Mozambique,MOZ,% of total population using drinking water services,2011,42.0
1690,Mozambique,MOZ,% of rural population using drinking water services,2011,26.6
1691,Mozambique,MOZ,% of urban population using drinking water services,2011,74.1
1692,Namibia,NAM,% of total population using drinking water services,2011,80.9
1693,Namibia,NAM,% of rural population using drinking water services,2011,69.0
1694,Namibia,NAM,% of urban population using drinking water services,2011,96.9
1695,Niger,NER,% of total population using drinking water services,2011,43.9
1696,Niger,NER,% of rural population using drinking water services,2011,35.2
1697,Niger,NER,% of urban population using drinking water services,2011,88.9
1698,Nigeria,NGA,% of total population using drinking water services,2011,61.8
1699,Nigeria,NGA,% of rural population using drinking water services,2011,47.1
1700,Nigeria,NGA,% of urban population using drinking water services,2011,80.1
1701,Rwanda,RWA,% of total population using drinking water services,2011,54.0
1702,Rwanda,RWA,% of rural population using drinking water services,2011,49.1
1703,Rwanda,RWA,% of urban population using drinking water services,2011,77.8
1704,Sao Tome and Principe,STP,% of total population using drinking water services,2011,75.0
1705,Sao Tome and Principe,STP,% of rural population using drinking water services,2011,68.7
1706,Sao Tome and Principe,STP,% of urban population using drinking water services,2011,78.2
1707,Senegal,SEN,% of total population using drinking water services,2011,73.5
1708,Senegal,SEN,% of rural population using drinking water services,2011,58.8
1709,Senegal,SEN,% of urban population using drinking water services,2011,92.1
1710,Sierra Leone,SLE,% of total population using drinking water services,2011,53.0
1711,Sierra Leone,SLE,% of rural population using drinking water services,2011,39.8
1712,Sierra Leone,SLE,% of urban population using drinking water services,2011,73.5
1713,Somalia,SOM,% of total population using drinking water services,2011,42.4
1714,Somalia,SOM,% of rural population using drinking water services,2011,23.0
1715,Somalia,SOM,% of urban population using drinking water services,2011,70.4
1716,South Africa,ZAF,% of total population using drinking water services,2011,90.1
1717,South Africa,ZAF,% of rural population using drinking water services,2011,75.6
1718,South Africa,ZAF,% of urban population using drinking water services,2011,98.7
1719,Sudan,SDN,% of total population using drinking water services,2011,53.3
1720,Sudan,SDN,% of rural population using drinking water services,2011,45.7
1721,Sudan,SDN,% of urban population using drinking water services,2011,68.4
1722,Tanzania,TZA,% of total population using drinking water services,2011,45.7
1723,Tanzania,TZA,% of rural population using drinking water services,2011,32.5
1724,Tanzania,TZA,% of urban population using drinking water services,2011,78.2
1725,Togo,TGO,% of total population using drinking water services,2011,58.8
1726,Togo,TGO,% of rural population using drinking water services,2011,42.4
1727,Togo,TGO,% of urban population using drinking water services,2011,85.7
1728,Tunisia,TUN,% of total population using drinking water services,2011,92.4
1729,Tunisia,TUN,% of rural population using drinking water services,2011,79.2
1730,Tunisia,TUN,% of urban population using drinking water services,2011,99.0
1731,Uganda,UGA,% of total population using drinking water services,2011,41.7
1732,Uganda,UGA,% of rural population using drinking water services,2011,33.5
1733,Uganda,UGA,% of urban population using drinking water services,2011,74.8
1734,Zambia,ZMB,% of total population using drinking water services,2011,58.0
1735,Zambia,ZMB,% of rural population using drinking water services,2011,39.9
1736,Zambia,ZMB,% of urban population using drinking water services,2011,85.2
1737,Zimbabwe,ZWE,% of total population using drinking water services,2011,67.0
1738,Zimbabwe,ZWE,% of rural population using drinking water services,2011,53.7
1739,Zimbabwe,ZWE,% of urban population using drinking water services,2011,94.1
1740,Algeria,DZA,% of total population using drinking water services,2012,92.7
1741,Algeria,DZA,% of rural population using drinking water services,2012,87.3
1742,Algeria,DZA,% of urban population using drinking water services,2012,95.2
1743,Angola,AGO,% of total population using drinking water services,2012,52.0
1744,Angola,AGO,% of rural population using drinking water services,2012,25.6
1745,Angola,AGO,% of urban population using drinking water services,2012,68.6
1746,Benin,BEN,% of total population using drinking water services,2012,64.4
1747,Benin,BEN,% of rural population using drinking water services,2012,56.0
1748,Benin,BEN,% of urban population using drinking water services,2012,74.9
1749,Botswana,BWA,% of total population using drinking water services,2012,85.4
1750,Botswana,BWA,% of rural population using drinking water services,2012,66.5
1751,Botswana,BWA,% of urban population using drinking water services,2012,95.7
1752,Burkina Faso,BFA,% of total population using drinking water services,2012,51.9
1753,Burkina Faso,BFA,% of rural population using drinking water services,2012,42.3
1754,Burkina Faso,BFA,% of urban population using drinking water services,2012,79.7
1755,Burundi,BDI,% of total population using drinking water services,2012,57.7
1756,Burundi,BDI,% of rural population using drinking water services,2012,54.0
1757,Burundi,BDI,% of urban population using drinking water services,2012,87.5
1758,Cabo Verde,CPV,% of total population using drinking water services,2012,83.9
1759,Cabo Verde,CPV,% of rural population using drinking water services,2012,71.7
1760,Cabo Verde,CPV,% of urban population using drinking water services,2012,91.1
1761,Cameroon,CMR,% of total population using drinking water services,2012,62.8
1762,Cameroon,CMR,% of rural population using drinking water services,2012,41.0
1763,Cameroon,CMR,% of urban population using drinking water services,2012,82.3
1764,Central African Republic,CAF,% of total population using drinking water services,2012,45.5
1765,Central African Republic,CAF,% of rural population using drinking water services,2012,34.3
1766,Central African Republic,CAF,% of urban population using drinking water services,2012,62.7
1767,Chad,TCD,% of total population using drinking water services,2012,43.4
1768,Chad,TCD,% of rural population using drinking water services,2012,34.4
1769,Chad,TCD,% of urban population using drinking water services,2012,75.0
1770,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2012,40.8
1771,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2012,19.8
1772,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2012,71.0
1773,"Congo, Rep.",COG,% of total population using drinking water services,2012,68.0
1774,"Congo, Rep.",COG,% of rural population using drinking water services,2012,35.2
1775,"Congo, Rep.",COG,% of urban population using drinking water services,2012,86.3
1776,Cote d'Ivoire,CIV,% of total population using drinking water services,2012,71.2
1777,Cote d'Ivoire,CIV,% of rural population using drinking water services,2012,55.9
1778,Cote d'Ivoire,CIV,% of urban population using drinking water services,2012,87.6
1779,Djibouti,DJI,% of total population using drinking water services,2012,75.7
1780,Djibouti,DJI,% of rural population using drinking water services,2012,49.9
1781,Djibouti,DJI,% of urban population using drinking water services,2012,83.3
1782,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2012,98.9
1783,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2012,98.4
1784,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2012,99.5
1785,Eswatini,SWZ,% of total population using drinking water services,2012,64.0
1786,Eswatini,SWZ,% of rural population using drinking water services,2012,55.3
1787,Eswatini,SWZ,% of urban population using drinking water services,2012,93.4
1788,Ethiopia,ETH,% of total population using drinking water services,2012,37.4
1789,Ethiopia,ETH,% of rural population using drinking water services,2012,27.8
1790,Ethiopia,ETH,% of urban population using drinking water services,2012,80.6
1791,Gabon,GAB,% of total population using drinking water services,2012,83.3
1792,Gabon,GAB,% of rural population using drinking water services,2012,43.1
1793,Gabon,GAB,% of urban population using drinking water services,2012,89.5
1794,"Gambia, The",GMB,% of total population using drinking water services,2012,78.2
1795,"Gambia, The",GMB,% of rural population using drinking water services,2012,67.7
1796,"Gambia, The",GMB,% of urban population using drinking water services,2012,86.0
1797,Ghana,GHA,% of total population using drinking water services,2012,76.8
1798,Ghana,GHA,% of rural population using drinking water services,2012,64.4
1799,Ghana,GHA,% of urban population using drinking water services,2012,88.2
1800,Guinea,GIN,% of total population using drinking water services,2012,63.2
1801,Guinea,GIN,% of rural population using drinking water services,2012,52.2
1802,Guinea,GIN,% of urban population using drinking water services,2012,84.2
1803,Guinea-Bissau,GNB,% of total population using drinking water services,2012,58.4
1804,Guinea-Bissau,GNB,% of rural population using drinking water services,2012,47.5
1805,Guinea-Bissau,GNB,% of urban population using drinking water services,2012,74.2
1806,Kenya,KEN,% of total population using drinking water services,2012,56.1
1807,Kenya,KEN,% of rural population using drinking water services,2012,46.1
1808,Kenya,KEN,% of urban population using drinking water services,2012,86.9
1809,Lesotho,LSO,% of total population using drinking water services,2012,69.6
1810,Lesotho,LSO,% of rural population using drinking water services,2012,63.3
1811,Lesotho,LSO,% of urban population using drinking water services,2012,88.0
1812,Liberia,LBR,% of total population using drinking water services,2012,70.8
1813,Liberia,LBR,% of rural population using drinking water services,2012,59.3
1814,Liberia,LBR,% of urban population using drinking water services,2012,82.9
1815,Libya,LBY,% of total population using drinking water services,2012,94.7
1816,Madagascar,MDG,% of total population using drinking water services,2012,46.2
1817,Madagascar,MDG,% of rural population using drinking water services,2012,31.2
1818,Madagascar,MDG,% of urban population using drinking water services,2012,76.3
1819,Malawi,MWI,% of total population using drinking water services,2012,63.8
1820,Malawi,MWI,% of rural population using drinking water services,2012,59.6
1821,Malawi,MWI,% of urban population using drinking water services,2012,86.1
1822,Mali,MLI,% of total population using drinking water services,2012,69.4
1823,Mali,MLI,% of rural population using drinking water services,2012,58.3
1824,Mali,MLI,% of urban population using drinking water services,2012,87.9
1825,Mauritania,MRT,% of total population using drinking water services,2012,61.4
1826,Mauritania,MRT,% of rural population using drinking water services,2012,42.0
1827,Mauritania,MRT,% of urban population using drinking water services,2012,82.1
1828,Mauritius,MUS,% of total population using drinking water services,2012,99.8
1829,Mauritius,MUS,% of rural population using drinking water services,2012,99.8
1830,Mauritius,MUS,% of urban population using drinking water services,2012,99.9
1831,Morocco,MAR,% of total population using drinking water services,2012,79.6
1832,Morocco,MAR,% of rural population using drinking water services,2012,56.6
1833,Morocco,MAR,% of urban population using drinking water services,2012,95.5
1834,Mozambique,MOZ,% of total population using drinking water services,2012,44.2
1835,Mozambique,MOZ,% of rural population using drinking water services,2012,28.9
1836,Mozambique,MOZ,% of urban population using drinking water services,2012,75.6
1837,Namibia,NAM,% of total population using drinking water services,2012,81.3
1838,Namibia,NAM,% of rural population using drinking water services,2012,69.3
1839,Namibia,NAM,% of urban population using drinking water services,2012,96.8
1840,Niger,NER,% of total population using drinking water services,2012,44.3
1841,Niger,NER,% of rural population using drinking water services,2012,35.8
1842,Niger,NER,% of urban population using drinking water services,2012,88.5
1843,Nigeria,NGA,% of total population using drinking water services,2012,63.5
1844,Nigeria,NGA,% of rural population using drinking water services,2012,48.7
1845,Nigeria,NGA,% of urban population using drinking water services,2012,81.4
1846,Rwanda,RWA,% of total population using drinking water services,2012,54.8
1847,Rwanda,RWA,% of rural population using drinking water services,2012,49.9
1848,Rwanda,RWA,% of urban population using drinking water services,2012,78.5
1849,Sao Tome and Principe,STP,% of total population using drinking water services,2012,75.6
1850,Sao Tome and Principe,STP,% of rural population using drinking water services,2012,69.4
1851,Sao Tome and Principe,STP,% of urban population using drinking water services,2012,78.6
1852,Senegal,SEN,% of total population using drinking water services,2012,74.8
1853,Senegal,SEN,% of rural population using drinking water services,2012,60.5
1854,Senegal,SEN,% of urban population using drinking water services,2012,92.5
1855,Sierra Leone,SLE,% of total population using drinking water services,2012,54.2
1856,Sierra Leone,SLE,% of rural population using drinking water services,2012,41.2
1857,Sierra Leone,SLE,% of urban population using drinking water services,2012,74.1
1858,Somalia,SOM,% of total population using drinking water services,2012,44.0
1859,Somalia,SOM,% of rural population using drinking water services,2012,24.5
1860,Somalia,SOM,% of urban population using drinking water services,2012,71.4
1861,South Africa,ZAF,% of total population using drinking water services,2012,90.6
1862,South Africa,ZAF,% of rural population using drinking water services,2012,76.5
1863,South Africa,ZAF,% of urban population using drinking water services,2012,98.7
1864,Sudan,SDN,% of total population using drinking water services,2012,54.7
1865,Sudan,SDN,% of rural population using drinking water services,2012,47.2
1866,Sudan,SDN,% of urban population using drinking water services,2012,69.6
1867,Tanzania,TZA,% of total population using drinking water services,2012,47.5
1868,Tanzania,TZA,% of rural population using drinking water services,2012,34.1
1869,Tanzania,TZA,% of urban population using drinking water services,2012,79.5
1870,Togo,TGO,% of total population using drinking water services,2012,60.0
1871,Togo,TGO,% of rural population using drinking water services,2012,43.6
1872,Togo,TGO,% of urban population using drinking water services,2012,86.3
1873,Tunisia,TUN,% of total population using drinking water services,2012,93.0
1874,Tunisia,TUN,% of rural population using drinking water services,2012,80.8
1875,Tunisia,TUN,% of urban population using drinking water services,2012,99.0
1876,Uganda,UGA,% of total population using drinking water services,2012,43.2
1877,Uganda,UGA,% of rural population using drinking water services,2012,35.0
1878,Uganda,UGA,% of urban population using drinking water services,2012,75.2
1879,Zambia,ZMB,% of total population using drinking water services,2012,58.8
1880,Zambia,ZMB,% of rural population using drinking water services,2012,40.8
1881,Zambia,ZMB,% of urban population using drinking water services,2012,85.4
1882,Zimbabwe,ZWE,% of total population using drinking water services,2012,66.5
1883,Zimbabwe,ZWE,% of rural population using drinking water services,2012,53.1
1884,Zimbabwe,ZWE,% of urban population using drinking water services,2012,94.0
1885,Algeria,DZA,% of total population using drinking water services,2013,93.0
1886,Algeria,DZA,% of rural population using drinking water services,2013,87.7
1887,Algeria,DZA,% of urban population using drinking water services,2013,95.3
1888,Angola,AGO,% of total population using drinking water services,2013,52.8
1889,Angola,AGO,% of rural population using drinking water services,2013,26.0
1890,Angola,AGO,% of urban population using drinking water services,2013,69.2
1891,Benin,BEN,% of total population using drinking water services,2013,64.5
1892,Benin,BEN,% of rural population using drinking water services,2013,56.3
1893,Benin,BEN,% of urban population using drinking water services,2013,74.7
1894,Botswana,BWA,% of total population using drinking water services,2013,86.5
1895,Botswana,BWA,% of rural population using drinking water services,2013,68.3
1896,Botswana,BWA,% of urban population using drinking water services,2013,96.0
1897,Burkina Faso,BFA,% of total population using drinking water services,2013,51.3
1898,Burkina Faso,BFA,% of rural population using drinking water services,2013,41.2
1899,Burkina Faso,BFA,% of urban population using drinking water services,2013,79.7
1900,Burundi,BDI,% of total population using drinking water services,2013,58.3
1901,Burundi,BDI,% of rural population using drinking water services,2013,54.5
1902,Burundi,BDI,% of urban population using drinking water services,2013,88.0
1903,Cabo Verde,CPV,% of total population using drinking water services,2013,84.3
1904,Cabo Verde,CPV,% of rural population using drinking water services,2013,71.8
1905,Cabo Verde,CPV,% of urban population using drinking water services,2013,91.5
1906,Cameroon,CMR,% of total population using drinking water services,2013,63.2
1907,Cameroon,CMR,% of rural population using drinking water services,2013,41.4
1908,Cameroon,CMR,% of urban population using drinking water services,2013,82.3
1909,Central African Republic,CAF,% of total population using drinking water services,2013,44.4
1910,Central African Republic,CAF,% of rural population using drinking water services,2013,33.5
1911,Central African Republic,CAF,% of urban population using drinking water services,2013,61.1
1912,Chad,TCD,% of total population using drinking water services,2013,43.7
1913,Chad,TCD,% of rural population using drinking water services,2013,34.8
1914,Chad,TCD,% of urban population using drinking water services,2013,74.9
1915,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2013,41.5
1916,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2013,20.1
1917,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2013,71.5
1918,"Congo, Rep.",COG,% of total population using drinking water services,2013,69.1
1919,"Congo, Rep.",COG,% of rural population using drinking water services,2013,37.2
1920,"Congo, Rep.",COG,% of urban population using drinking water services,2013,86.5
1921,Cote d'Ivoire,CIV,% of total population using drinking water services,2013,71.1
